기업명,설립연차_지울거,기업규모,설립연도,업종,본사_주소,최저_연봉,최고_연봉,평균_연봉,년도,
(주)시몬스,,중견기업,1992년 09월 16일,매트리스 및 침대 제조업,경기 이천시 모가면 사실로 (경기 이천시 모가면),,,,1992년,
(주)아성다이소,,중견기업,1992년 01월 28일,그 외 기타 생활용품 도매업,서울 강남구 남부순환로 (서울 강남구 도곡동),,,,1992년,
(주)에이피알,업력 12년차,중견기업,2014년 10월 10일 설립,화장품 제조업,"서울 송파구 올림픽로 300, 36층","3,085만원","6,861만원","5,394만원",2014년,
(주)리앤파트너,업력 15년차,중소기업,2011년 10월 19일 설립,임시 및 일용 인력 공급업,"서울 서초구 방배로19길 16, 2층",,,,2011년,
(주)업라이트컨설팅,업력 7년차,중소기업,2019년 2월 15일 설립,경영 컨설팅업,"서울 금천구 가산디지털2로 169-16, 817호 (가산동,가산 하우스디 퍼스타)","3,075만원","6,131만원","4,889만원",2019년,
(주)에이치에스오코리아,업력 7년차,중소기업,2019년 2월 15일 설립,기타 정보기술 및 컴퓨터운영 관련 서비스업,"서울 마포구 상암산로 76, 10층","3,100만원","6,321만원","4,928만원",2019년,
(주)위플랫폼,업력 9년차,중소기업,2017년 1월 2일 설립,광고 대행업,"서울 금천구 가산디지털1로 165, 6층 601호 (가산동,가산비지니스센터)","2,799만원","6,308만원","4,536만원",2017년,
(주)솔루티스,업력 9년차,중소기업,2017년 1월 19일 설립,응용 소프트웨어 개발 및 공급업,"서울 금천구 가산디지털1로 145, 806호 (가산동,에이스하이엔드타워3차)","3,254만원","7,439만원","5,953만원",2017년,
(주)에이블런,업력 7년차,중소기업,2019년 7월 10일 설립,기타 기술 및 직업훈련학원,"서울 마포구 성암로 330, B동 315호 (상암동,디엠씨첨단산업센터)","2,574만원","5,362만원","4,008만원",2019년,
IPX,업력 11년차,대기업,2015년 1월 30일 설립,"게임용구, 인형 및 장난감 소매업","경기 과천시 과천대로7길 33, A동 301호 (갈현동,디테크타워과천)","4,667만원","10,837만원","8,901만원",2015년,
데상트코리아(주),업력 26년차,대기업,2000년 11월 10일 설립,남녀용 겉옷 및 셔츠 도매업,"서울 송파구 올림픽로 300, 32층 (신천동,롯데월드타워)","3,165만원","7,276만원","5,777만원",2000년,
(주)아이스크림미디어,업력 24년차,중소기업,2002년 2월 22일 설립,응용 소프트웨어 개발 및 공급업,경기 성남시 분당구 판교역로 225-20,"3,409만원","7,583만원","6,577만원",2002년,
(주)에이치엘클레무브,업력 18년차,중견기업,2008년 11월 26일 설립,그 외 자동차용 신품 부품 제조업,인천 연수구 하모니로 224,,,,2008년,
(주)루시드랩,,중소기업,2022년 06월 24일,응용 소프트웨어 개발 및 공급업,경기 성남시 분당구 성남대로331번길 (경기 성남시 분당구 정자동),"3,094만원","6,559만원","5,044만원",2022년,
"주식회사브이파이브게임즈(VFiveGamesCo.,Ltd.)",업력 3년차,중소기업,2023년 7월 19일 설립,게임,경기 성남시 분당구 분당내곡로 117 그레이츠 판교(GREITS PANGYO) 4층,,,,2023년,
(주)프로그레스미디어,업력 17년차,중소기업,2009년 1월 20일 설립,광고 대행업,"서울 구로구 디지털로26길 43, 제 엘1901-1905호 (구로동,대륭포스트타워8차)","2,452만원","5,600만원","3,509만원",2009년,
(주)테이크네트웍스,업력 15년차,중소기업,2011년 5월 19일 설립,유선 통신장비 제조업,"경남 김해시 주촌면 소망길 88, 1동 204호 (농소리,경남테크노파크 시험생산)","2,864만원","6,133만원","4,381만원",2011년,
(주)자이언트스텝,,중소기업,2008년 06월 05일,광고 영화 및 비디오물 제작업,서울 강남구 학동로37길 8,"3,086만원","7,291만원","4,884만원",2008년,
(주)렛유인에듀,,중소기업,2021년 12월 09일,그 외 기타 분류 안된 교육기관,서울 강남구 도곡로3길 (서울 강남구 역삼1동),"2,783만원","5,553만원","4,490만원",2021년,
(주)핀커스코리아,,중소기업,2011년 01월 25일,고용 알선업,서울 강남구 테헤란로20길 (서울 강남구 역삼1동),,,,2011년,
(주)엔바이어스,,중소기업,2020년 1월 2일 설립,그 외 기타 특수목적용 기계 제조업,"서울 성동구 상원12길 34, 914호","3,423만원","7,031만원","5,982만원",2020년,
(주)이롬넷,,중소기업,2016년 07월 26일,그 외 기타 금융 지원 서비스업,"서울 강남구 테헤란로 414, 10층 (대치동,엘앤비타워)",,,,2016년,
(주)덱스터크레마,업력 17년차,중소기업,2009년 5월 11일 설립,광고 대행업,"서울 강남구 테헤란로 427, 7층 (삼성동,위워크타워)","3,127만원","7,060만원","5,493만원",2009년,
한국전기차인프라기술(주),업력 7년차,중소기업,2019년 3월 21일 설립,그 외 기타 분류 안된 사업지원 서비스업,"서울 영등포구 경인로 775, 19층 (문래동3가,에이스하이테크시티)",,,,2019년,
(주)자비스,,중소기업,2016년 09월 20일,"물질 검사, 측정 및 분석기구 제조업",경기 성남시 중원구 사기막골로 (경기 성남시 중원구 상대원동),"3,148만원","6,783만원","5,463만원",2016년,
(주)더블유젯,,중소기업,2019년 03월 14일,전자상거래 소매업,서울 성동구 성수이로7길 (서울 성동구 성수동2가),,,,2019년,
(주)제이애드랩,업력 14년차,중소기업,2012년 4월 4일 설립,광고 대행업,"경기 성남시 수정구 금토로80번길 37, 더블유동 3층 (금토동,인피니티타워)","3,779만원","7,360만원","6,464만원",2012년,
(주)폭스에듀,업력 5년차,중소기업,2021년 8월 18일 설립,시스템 소프트웨어 개발 및 공급업,서울 강남구 도곡로1길 23,"3,100만원","7,179만원","5,395만원",2021년,
동서페더럴모굴(주),업력 42년차,중견기업,1984년 12월 13일 설립,자동차 엔진용 신품 부품 제조업,경기 안산시 단원구 목내로 74,"4,841만원","8,687만원","9,250만원",1984년,
비유바움(주),업력 5년차,중소기업,2021년 2월 9일 설립,응용 소프트웨어 개발 및 공급업,"인천 연수구 인천타워대로 323, 에이동 2503호,2504호,2509호,2707호,2708호,2709호 (송도동,송도센트로드)","2,826만원","6,761만원","4,589만원",2021년,
(주)디알젬,업력 23년차,중소기업,2003년 9월 25일 설립,방사선 장치 제조업,경기 광명시 하안로 (경기 광명시 소하동),"3,138만원","6,676만원","5,430만원",2003년,
(주)텍트그룹,,중소기업,2024년 11월 27일,상품 종합 도매업,서울 중구 다산로29길 (서울 중구 신당동),,,,2024년,
(주)바로팜,업력 7년차,중소기업,2019년 11월 22일 설립,시스템 소프트웨어 개발 및 공급업,"서울 강남구 역삼로 169, 3층 (역삼동,명우빌딩)","3,667만원","8,242만원","6,665만원",2019년,
(주)엑서스,,중소기업,2009년 07월 07일,광고 대행업,서울 마포구 월드컵북로 (서울 마포구 성산1동),,,,2009년,
(주)엠지알브이,업력 8년차,중소기업,2018년 9월 28일 설립,주거용 부동산 관리업,"서울 성동구 왕십리로 115, 헤이그라운드 서울숲점 5층 지504호","3,651만원","7,304만원","6,875만원",2018년,
(주)디바인바이오,업력 8년차,중소기업,2018년 7월 26일 설립,건강기능식품 제조업,"서울 금천구 가산디지털1로 189, 8층 801-1호",,,,2018년,
(주)아이컨택,업력 4년차,중소기업,2022년 5월 9일 설립,디지털 적층 성형기계 제조업,"울산 남구 테크노산업로55번길 79-10, 507호 (두왕동,쓰리디프린팅벤처집적지식산업센터)",,,,2022년,
(주)프로젝트컴퍼니,,중소기업,2017년 04월 25일,매트리스 및 침대 제조업,"서울 강남구 테헤란로 151, 4층 401호",,,,2017년,
제이어스(주),,중소기업,2014년 11월 18일 설립,정형외과용 및 신체보정용 기기 제조업,부산 사상구 모라로6번길 13-15,"3,185만원","6,849만원","5,567만원",2014년,
알피니언메디칼시스템,업력 19년차,중소기업,2007년 4월 24일 설립,전기·전자·제어,"서울 강서구 마곡중앙14로 15, 알피니언메디칼시스템",,,,2007년,
주식회사 콩벤처스,업력 6년차,중소기업,2020년 8월 21일 설립,응용 소프트웨어 개발 및 공급업,"서울 중구 퇴계로18길 77, 1층 콩벤처스","2,664만원","5,620만원","3,613만원",2020년,
주식회사 당근서비스,,중소기업,2020년 01월 02일,자료 처리업,서울 구로구 디지털로 (서울 구로구 구로3동),,,,2020년,
한솔,,중소기업,2008년 7월 24일,구내식당(기타음식업),전남 광양시 광양읍 서평3길 11-1,,,,2008년,
주식회사에이비엠랩(ABMLabCorp.),,중소기업,2023년 06월 26일,응용 소프트웨어 개발 및 공급업,대구 중구 약령길 (대구 중구 수동),"3,075만원","7,047만원","5,444만원",2023년,
(주)디어유,업력 9년차,중견기업,2017년 7월 4일 설립,응용 소프트웨어 개발 및 공급업,서울 강남구 학동로25길 37,"4,383만원","10,241만원","8,667만원",2017년,
전능아이티(주),,중소기업,1985년 06월 18일,응용 소프트웨어 개발 및 공급업,"서울 서초구 효령로53길 21, 2층 전부, 12층 전부 (서초동,신성오피스텔비동)","2,925만원","6,413만원","4,405만원",1985년,
(주)베스트에치알 (Best HR),업력 13년차,중소기업,2013년 10월 28일 설립,경영 컨설팅업,"서울 마포구 만리재로 15, 905호",,,,2013년,
파워에이치알,,중소기업,2011년 9월 5일 설립,고용 알선업,서울 강남구 테헤란로78길 (서울 강남구 대치4동),,,,2011년,
(주)드림인사이트,,중소기업,2012년 08월 20일,광고 대행업,서울 구로구 디지털로33길 (서울 구로구 구로3동),,,,2012년,
농업회사법인만나씨이에이(주),,중소기업,2013년 3월 18일 설립,채소작물 재배업,충북 진천군 이월면 진광로 928-27,"2,755만원","5,846만원","4,408만원",2013년,
주식회사 프로티나,업력 11년차,중소기업,2015년 8월 5일 설립,그 외 기타 보건업,"서울 구로구 디지털로33길 11, 1301호 (구로동,에이스테크노타워8차)",,,,2015년,
주식회사 유디엠,,중소기업,2011년 12월 01일,포털 및 기타 인터넷 정보매개 서비스업,서울 금천구 가산디지털2로 (서울 금천구 가산동),"3,131만원","6,836만원","5,474만원",2011년,
(주)인티그레이션,,중소기업,2019년 01월 25일,의약품 도매업,서울 강남구 테헤란로 (서울 강남구 삼성2동),"3,343만원","7,711만원","6,379만원",2019년,
(주)소통파이브,업력 11년차,중소기업,2015년 1월 13일 설립,시각 디자인업,"대구 북구 원대로 103, 5층","2,455만원","5,444만원","3,500만원",2015년,
(주)리마케팅컴퍼니,업력 10년차,중소기업,2016년 5월 11일 설립,자료 처리업,"서울 서초구 강남대로 148, 4층","2,782만원","6,847만원","4,224만원",2016년,
(주)유엔아이엔스,,중소기업,2017년 09월 21일,상품 종합 도매업,서울 송파구 중대로 (서울 송파구 오금동),"3,117만원","6,337만원","4,976만원",2017년,
(주)블렌드엑스,,중소기업,2022년 02월 22일,광고 대행업,서울 강남구 도산대로12길 (서울 강남구 논현1동),"3,119만원","7,045만원","5,451만원",2022년,
주식회사오블리브앤파트너스,,중소기업,2022년 11월 09일,경영 컨설팅업,서울 강남구 테헤란로 123 여삼빌딩(스파크플러스 8층 메디빌더본사),,,,2022년,
(주)블로코,업력 12년차,중소기업,2014년 11월 7일 설립,응용 소프트웨어 개발 및 공급업,"경기 성남시 분당구 성남대로331번길 9-13, 3층",,,,2014년,
(주)보이스루,,대기업,2018년 08월 16일,데이터베이스 및 온라인정보 제공업,서울 강남구 강남대로 (서울 강남구 역삼1동),"3,216만원","7,375만원","5,833만원",2018년,
주식회사 다인,업력 21년차,중소기업,2005년 7월 1일 설립,경영 컨설팅업,"서울 강남구 역삼로3길 17, 8층 (역삼동,혜진빌딩)",,,,2005년,
(주)에이치알글로벌네트워크,,중소기업,2020년 11월 02일,고용 알선업,서울 강남구 테헤란로1길 28-11,,,,2020년,
(주)이지피,업력 3년차,중소기업,2023년 7월 24일 설립,광고 대행업,"서울 강남구 논현로172길 21, 3층 (신사동,이화빌딩)",,,,2023년,
(주)트립비토즈,업력 11년차,중소기업,2015년 8월 28일 설립,포털 및 기타 인터넷 정보매개 서비스업,"서울 강남구 테헤란로 415, 3층 302호 (삼성동,엘7빌딩)",,,,2015년,
키베이스커머스(주),업력 9년차,중소기업,2017년 4월 19일 설립,광고 대행업,"경기 화성시 동탄신리천로 270, 403호 (오산동,청아빌딩)",,,,2017년,
(주)에이아이클라우드,,중소기업,2015년 01월 26일,완제 의약품 제조업,경북 포항시 북구 흥해읍 융합기술로 (경북 포항시 북구 흥해읍),"2,782만원","5,644만원","4,190만원",2015년,
(주)제이시스메디칼,,중소기업,2017년 12월 01일,전기식 진단 및 요법 기기 제조업,서울 금천구 가마산로 (서울 금천구 가산동),"6,858만원","13,032만원","17,884만원",2017년,
(주)인엘씨테크놀러지,,중소기업,2009년 12월 14일,유선 통신장비 제조업,대전 유성구 테크노2로 (대전 유성구 용산동),"3,626만원","7,763만원","6,862만원",2009년,
(주)교원투어,,중소기업,1999년 10월 25일,여행사업,서울 종로구 청계천로 (서울 종로구 관철동),"2,758만원","5,799만원","4,436만원",1999년,
(주)디스럽트,업력 5년차,중소기업,2021년 3월 30일 설립,광고 대행업,"서울 성동구 연무장15길 11, B동 2층 206호 (성수동2가,에스팩토리)","2,862만원","6,379만원","4,616만원",2021년,
(주)인터크로스,,중소기업,2017년 09월 05일,광고 대행업,서울 성동구 왕십리로 (서울 성동구 성수동1가),"2,897만원","6,523만원","4,823만원",2017년,
