기업명,기업공고,지원방법,직업 관련,지역,경력,학위,정규직 유무
주식회사웨어러블에이아이,Localization Engineer (경력),입사지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, 웹개발",서울전체,경력 1~5년,대졸↑,정규직
주식회사웨어러블에이아이,"ML Engineer (Embedded,8~10년)",입사지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, Python",서울전체,경력 8~10년,대졸↑,정규직
(주)아이리브,강화학습 기반 AI 엔지니어 채용,점핏에서 지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, Python",경기전체,경력 3~10년,석사↑,정규직
(주)아이리브,3D 모션 생성 AI 엔지니어 채용,점핏에서 지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, Python",경기전체,경력 3~10년,석사↑,정규직
베스트네트워크㈜,23. Business & Data Associate(IFRS17) [외국계 보험사],입사지원,"데이터분석가, IFRS, 회계, 재무, 생명보험",서울강남구,경력2년↑,학력무관,정규직
베스트네트워크㈜,06. Business & Data Associate(IFRS17) [외국계 보험사],입사지원,"데이터분석가, IFRS, 회계, 재무, 생명보험",서울강남구,경력2년↑,학력무관,정규직
(주)라온서치,[유수의 화장품 기업]  코스메틱 영업기획 및 관리(5년-10년),입사지원,"데이터분석가, 영업기획, 헤드헌팅",서울강서구,경력 5~10년,대졸↑,정규직
타이키테크놀로지스주식회사,자동차 부품 유통 사업부 Product Listing Intern 채용,입사지원,"데이터분석가, 기술지원, 마케팅기획, 마케팅전략, 글로벌마케팅",서울강남구,신입,대졸↑,인턴직
주식회사 에스인컴,[독일계FA]-Test Automation Engineer (3~6년),입사지원,"데이터분석가, 임베디드, 전기, 자동제어",인천서구,경력 3~6년,대졸↑,정규직
주식회사 에스인컴,Test Analyst(Ethernet 기반 Fieldbus) / 5~10년,입사지원,"데이터분석가, Python, QA/테스터, 임베디드, 정보통신",서울영등포구,경력 5~10년,대졸↑,정규직
씨맥스주식회사,AI개발 개발자(서울/경력10~15,점핏에서 지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, Python",서울전체,경력 10~15년,학력무관,정규직
씨맥스주식회사,AI개발 개발자(서울/경력5~9),점핏에서 지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, Python",서울전체,경력 5~9년,학력무관,정규직
씨맥스주식회사,AI개발 개발자(서울/경력16~20),점핏에서 지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, Python",서울전체,경력 16~20년,학력무관,정규직
세종지능정보원 주식회사,[서울 근무] 디지털 컨설팅 부문 팀장 모집 (경력),입사지원,"데이터분석가, 빅데이터, Python, IT컨설팅, R",서울종로구,경력5년↑,석사↑,정규직
주식회사 지니어스,[업계상위중견기업/모바일게임업계] MMORPG 사업 PM,입사지원,"데이터분석가, Python, 게임개발, GM(게임운영), QA/테스터",경기성남시 분당구,경력 5~15년,대졸↑,정규직
(주)백그라운드,#전기차 충전 전문기업 - 데이터 전문가,입사지원,"데이터분석가, 데이터엔지니어, 데이터 사이언티스트, 주차관제, 전기·가스·수도",서울서초구,경력 4~8년,대졸↑,정규직
(주)쿨스쿨,교육플랫폼 기업 (주)쿨스쿨 개발부문(백엔드) 채용,입사지원,"데이터분석가, 데이터엔지니어, 웹개발, 기술지원, 백엔드/서버개발",경기하남시,경력 1~3년,학력무관,정규직
(주)우리윈,[솔루션엔지니어]네트워크 엔지니어를 모집함.,입사지원,"데이터분석가, 데이터엔지니어, 데이터마이닝, 네트워크, 솔루션",경기성남시 중원구,경력,초대졸↑,정규직
(주)업스테이지,[전문연구요원]AI엔지니어-DocumentAI,입사지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, Python",경기전체,신입·경력,석사↑,정규직
(주)업스테이지,Developer Relations Engineer,입사지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, AI(인공지능)",기타해외기타해외,경력 3~20년,학력무관,정규직
(주)업스테이지,AI Research Engineer - Document AI,입사지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, Python",경기전체,신입·경력,석사↑,정규직
(주)업스테이지,AI Product Owner,입사지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, Python",경기전체,경력 5~20년,학력무관,정규직
(주)업스테이지,[전문연구요원]AI연구엔지니어-LLM,입사지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, Python",경기전체,신입·경력,학력무관,정규직
(주)업스테이지,Infra Technical Architect,입사지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, AI(인공지능)",경기전체,경력 5~20년,학력무관,정규직
(주)업스테이지,AI Model Production - LLM,입사지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, AI(인공지능)",경기전체,경력 2~20년,학력무관,정규직
(주)업스테이지,AI Application Engineer,입사지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, Python",경기전체,경력 3~20년,학력무관,정규직
(주)업스테이지,AI Site Reliability Engineer,입사지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, Python",경기전체,경력 3~10년,학력무관,정규직
(주)업스테이지,AI Enterprise Manager,입사지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, AI(인공지능)",경기전체,경력 5~20년,학력무관,정규직
(주)업스테이지,AI모델 개발 전략매니저,입사지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, AI(인공지능)",경기전체,경력 3~20년,학력무관,정규직
(주)업스테이지,AI DevOps,입사지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, Python",경기전체,경력 3~10년,학력무관,정규직
디이엑스인포,오라클 DB 운영업무 (DBA 고급),입사지원,"데이터분석가, DBA, 모델링, DBMS, RDBMS",서울중구,경력 9~20년,초대졸↑,정규직
(주)옵트에이아이,Machine Vision 제어 SW 개발자,입사지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, 블록체인",서울강서구,경력 4~10년,대졸↑,정규직
(주)옵트에이아이,Model Compression Research Engineer,입사지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, 블록체인",서울강서구,신입·경력,석사↑,정규직
(주)옵트에이아이,Machine Vision 영상 처리 개발자,입사지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, 블록체인",서울강서구,경력 4~10년,대졸↑,정규직
(주)씨그래스,데이터 거버넌스 개발 및 컨설팅,입사지원,"데이터분석가, 데이터시각화, 데이터마이닝, 보안컨설팅, 정보보안",경기고양시 덕양구,신입·경력,고졸↑,정규직
(주)에이티센스,AI 및 신호처리 알고리즘 개발(4~6),입사지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, Python",경기전체,경력 4~6년,대졸↑,정규직
(주)에이티센스,AI 및 신호처리 알고리즘 개발(7~10),입사지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, Python",경기전체,경력 7~10년,대졸↑,정규직
(주)피엠에스,[서울역] 금융사 시스템 운영 공고 [중급2명][4월-연단위],입사지원,"데이터분석가, 데이터시각화, 데이터마이닝, DBA, DBMS",서울중구,경력,초대졸↑,계약직·프리랜서
에이피써치,[패션 중견기업] 데이터분석 데이터엔지니어링 팀장,입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, 데이터시각화, 데이터마이닝",서울강남구,경력10년↑,대졸↑,정규직
(주)소프트아이스,Aspen 공정설계(공정모사) 솔루션 엔지니어 모십니다.,입사지원,"데이터분석가, 모델링, 솔루션, 정유, 석유화학",경기안양시 동안구,경력3년↑,대졸↑,정규직
(주)소프트위즈,(주)소프트위즈 DBA 채용,입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, DBA, DBMS",서울강남구,경력5년↑,학력무관,정규직
파워에이치알,[외국계 대기업 ] 에너지프로젝트  엔지니어,입사지원,"데이터분석가, 데이터엔지니어, 공조냉동기사, 가스설비, 공조설비",서울강남구,경력 3~7년,대졸↑,정규직
(주)메이사,[경력/정규직] AI 리서치 엔지니어(AI Research Engineer),홈페이지 지원,"데이터분석가, 데이터엔지니어, 머신러닝, AI(인공지능), GIS",서울강남구,경력3년↑,대졸↑,정규직
파워에이치알,[그룹계열 SI업체] DX전문가(경력 10년이상),입사지원,"데이터분석가, 데이터엔지니어, 머신러닝, 딥러닝, AI(인공지능)",서울용산구,경력 10~16년,대졸↑,정규직
파워에이치알,[ 빅데이터 플랫폼 BI 대시보드 기획/운영 ] 광고 대행사,입사지원,"데이터분석가, 데이터엔지니어, Python, 데이터시각화, SQL",서울강남구,경력 3~15년,대졸↑,정규직
(주) 더블유닷에이아이,알고리즘 개발자 (5-7년차),입사지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, Python",서울서초구,경력 5~7년,대졸↑,정규직
(주) 더블유닷에이아이,알고리즘 개발자 (2-4년차),입사지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, Python",서울서초구,경력 2~4년,대졸↑,정규직
(주)모비소프트,[주4.5일근무] 광고 운영 담당자 채용,입사지원,"광고마케팅, 퍼포먼스마케팅, AM(어카운트매니저), 검색광고, 광고주관리",서울구로구,경력 2~8년,학력무관,정규직
엘리펀트키즈에듀테인먼트,알고리즘 개발자 경력 채용(3~5년),점핏에서 지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, Python",인천계양구,경력 3~5년,초대졸↑,정규직
엘리펀트키즈에듀테인먼트,알고리즘 개발자 신입 채용,점핏에서 지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, Python",인천계양구,신입·경력,초대졸↑,정규직
엘리펀트키즈에듀테인먼트,알고리즘 개발자 경력 채용(9~11년),점핏에서 지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, Python",인천계양구,경력 9~11년,초대졸↑,정규직
(주)스텝씨,"[금융정보제공] Elastic Stack 구축/운영 경험자, 주임,대리급",입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, Python, 데이터시각화",서울강남구,경력 2~10년,대졸↑,정규직
(주)더리몬,사내 물류운송 입찰  IT/AI 시스템 개발자 채용,입사지원,"데이터분석가, 보안컨설팅, 앱개발, 유지보수, 개발PM",서울강서구,경력 3~10년,대졸↑,정규직
(주)디에스앤지,"AI 인프라, AI Ops 환경 구성",입사지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, Python",서울전체,경력 6~20년,대졸↑,정규직
주식회사아이노브(IKrowVCorp.),의료 분석전문인력 모집,입사지원,"데이터분석가, 데이터마이닝, 데이터분석, 소프트웨어개발",강원춘천시,경력2년↑,석사↑,정규직·계약직
위더스파트너스(주),우량 대기업 자회사 데이터엔지니어 포지션 채용,입사지원,"데이터분석가, 데이터엔지니어, Python, 데이터시각화, 데이터마이닝",서울강남구,경력 3~10년,초대졸↑,정규직
에이스올루션글로벌 주식회사,5-7명 안드로이드 테스트 엔지니어 추가모집,입사지원,"데이터분석가, 데이터엔지니어, QA/테스터, SE(시스템엔지니어), 용역업체",서울성동구,경력 2~20년,학력무관,계약직·프리랜서
굿커리어,대기업유통사 데이터분석 과장급 구함,입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, 머신러닝, 딥러닝",서울강남구,경력 8~12년,대졸↑,정규직
굿커리어,유명 뷰티 화장품기업 이커머스 비즈니스 애널리스트.,입사지원,"데이터분석가, 빅데이터, 디지털마케팅, 데이터분석, 성과분석",서울강남구,경력3년↑,대졸↑,정규직
굿커리어,대기업 데이터분석 과장급 구함(굿커리어),입사지원,"데이터분석가, 데이터엔지니어, 머신러닝, 데이터시각화, 데이터마이닝",서울강남구,경력 8~13년,대졸↑,정규직
비전서치,대기업 데이터 기반 Business Analyst,입사지원,"데이터분석가, 데이터엔지니어, 데이터 사이언티스트, 광고대행사",서울강남구,경력4년↑,대졸↑,정규직
(주)스카우트,유망 Medi Tech 아날로그 회로설계 팀장 (책임급),입사지원,"데이터분석가, 데이터엔지니어, 머신러닝, 딥러닝, Python",서울강남구,경력5년↑,대졸↑,정규직
(주)스카우트,[디지털] Data Engineer (경력 7년 이상),입사지원,"데이터분석가, 데이터엔지니어, 데이터시각화, 클라우드, 데이터마트",서울강남구,경력7년↑,대졸↑,정규직
제이앤피에이치알컨설팅,(MNCs)글로벌 빅데이터 플랫폼 BI 대시보드 기획/운영,입사지원,"데이터분석가, Python, 데이터시각화, AWS, R",서울강남구,경력 2~8년,초대졸↑,정규직
제이앤피에이치알컨설팅,[Global Company] 데이터 플랫폼 엔지니어 (대리-과장급),입사지원,"데이터분석가, 데이터 사이언티스트, 헤드헌팅",서울강남구,경력5년↑,초대졸↑,정규직
제이앤피에이치알컨설팅,[Global Company] 데이터 엔지니어 (대리-과장급),입사지원,"데이터분석가, 데이터 사이언티스트, 헤드헌팅",서울강남구,경력5년↑,초대졸↑,정규직
(주)스카우트,유망 Medi Tech 알고리즘 개발 팀장 (책임급),입사지원,"데이터분석가, 데이터엔지니어, 머신러닝, 딥러닝, Python",서울강남구,경력5년↑,대졸↑,정규직
베르투솔루션,[반도체 종합 플랫폼 기업: AI/ML 연구원],입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, 머신러닝, 딥러닝",경기성남시 분당구,경력 5~15년,대졸↑,정규직
휴먼링크,[성남시/병역특례 채용] 정적분석엔진 개발자 채용건 안내,입사지원,"데이터분석가, 데이터엔지니어, 머신러닝, 딥러닝, 백엔드/서버개발",경기성남시 분당구,경력3년↑,초대졸↑,병역특례
휴먼링크,[역삼역/시리즈A투자유치/컴퓨터비전 엔지니어] 채용 안내,입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, 머신러닝, 딥러닝",서울강남구,경력6년↑,초대졸↑,정규직
(주)스카우트,[삼성계열 SW 전문기업] Elastic Stack 기술 서비스,입사지원,"데이터분석가, 빅데이터, 머신러닝, AI(인공지능), ElasticStack",서울강남구,경력2년↑,대졸↑,정규직
쓰리핸즈(3Handz),[ CRM(온라인) ] 전자제품 1위 유통 대기업,입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, SQL, CRM마케팅",서울강남구,경력 4~7년,대졸↑,정규직
(주)스카우트,[삼성계열 SW 전문기업] Elastic Stack 기반 검색시스템 구축,입사지원,"데이터분석가, 빅데이터, 머신러닝, AI(인공지능), ElasticStack",서울강남구,경력2년↑,대졸↑,정규직
쓰리핸즈(3Handz),[ 데이터 엔지니어 ] 전자제품 1위 유통 대기업,입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, 헤드헌팅",서울강남구,경력 3~10년,대졸↑,정규직
쓰리핸즈(3Handz),[ 데이터사이언티스트 ] 전자제품 1위 유통 대기업,입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, 헤드헌팅",서울강남구,경력 3~12년,대졸↑,정규직
제이앤피에이치알컨설팅,(MNCs)글로벌 빅데이터플랫폼 BI 백엔드개발운영(Data Analysis),입사지원,"데이터분석가, Python, 데이터시각화, R, SQL",서울강남구,경력 2~8년,초대졸↑,정규직
(주)스카우트,글로벌 디지털플랫폼 데이터 분석/운영,입사지원,"데이터분석가, 마케팅전략, 글로벌마케팅, 디지털마케팅, 모바일마케팅",서울강남구,경력 5~12년,대졸↑,정규직
주식회사 디라티오,[블록체인] 백엔드 개발자 채용,점핏에서 지원,"데이터분석가, 빅데이터, 데이터엔지니어, 웹개발, 블록체인",서울강남구,경력 5~10년,대졸↑,정규직
(주)동행입찰,(주)동행입찰컨설팅 분석사원 모집,입사지원,"데이터분석가, 상담원, 텔레마케터, 전화상담, 인터넷전화",대전서구,경력무관,학력무관,정규직
유카시스템(주),[데이터분석] 운전자 운전성향분석 빅데이터 관리 및 분,입사지원,"데이터분석가, 데이터분석, IT컨설팅",경기고양시 덕양구,경력2년↑,초대졸↑,정규직
쓰리알이노베이션(주),[대전근무] 경력직 데이터 엔지니어,입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, AI(인공지능), 데이터시각화",서울서초구,경력 3~10년,대졸↑,기간제·계약직
(주)에듀캔버스,교육진단문항 설계 및 데이터 분석 전문가 채용,입사지원,"데이터분석가, 데이터시각화, 데이터분석, 진단문항설계, 통계분석",경기성남시 수정구,경력 3~10년,대졸↑,정규직·계약직
(주)윌로그,데이터 플랫폼 리드(10년이상),입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, 머신러닝, 딥러닝",서울강남구,경력 10~20년,대졸↑,정규직
(주)엔티엘헬스케어,AI 개발자 연구원 경력,입사지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, AI(인공지능)",경기전체,경력 3~10년,대졸↑,정규직
한국몰렉스(유),[IT/ERP] SAP Production Planning Analyst 채용,입사지원,"데이터분석가, 기술지원, 네트워크, 전자",경기안산시 단원구,경력 3~15년,학력무관,정규직
(주)마크베이스,DBMS 개발자 모집 (경력),입사지원,"데이터분석가, Python, IoT, C#, Java",서울강남구,경력 2~10년,초대졸↑,정규직·전문연구요원
(주)미리비트,빅데이터 백엔드 Spark 개발자,점핏에서 지원,"데이터분석가, 빅데이터, 데이터엔지니어, 웹개발, 데이터시각화",경기이천시,경력 3~10년,초대졸↑,정규직
(주)휴톰,[AI 의료기기] Data Architect 데이터 엔지니어,입사지원,"데이터분석가, 데이터엔지니어, 머신러닝, 의료영상, 데이터 사이언티스트",서울마포구,경력 4~7년,대졸↑,정규직
(주)미리비트,K8S 구축 백엔드 빅데이터 개발자,입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, 웹개발, 데이터시각화",서울서초구,경력 3~15년,초대졸↑,정규직
(주)웨이센,Medical AI Research Engineer(Senior),입사지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, Python",서울강남구,경력 5~10년,대졸↑,정규직
에이치알포유(주),[국내 리서치 업계 선도기업] 마케팅 리서치 (2~10년),입사지원,"설문조사, 시장조사, 통계/분석, RFP(제안요청서), PM(프로젝트매니저)",서울금천구,경력 2~10년,대졸↑,정규직
(주)씨앤케이피,[데이터 전문가] 딥러닝 전문가 상반기 공개채용 공고,입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, 딥러닝, Python",서울금천구,경력3년↑,초대졸↑,정규직
스트라드비젼(STRADVISION),[STRADVISION] Backend Software Engineer(Seoul),홈페이지 지원,"데이터분석가, 데이터엔지니어, 기술지원, 백엔드/서버개발, 소프트웨어개발",서울서초구,경력5년↑,학력무관,정규직
(주)미니레코드,인공지능 음성 합성(TTS) 전문가,입사지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, Python",서울전체,경력 5~15년,석사↑,정규직
(주)토르드라이브,Robotics Software Engineer,점핏에서 지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, 블록체인",서울전체,경력 3~10년,대졸↑,정규직
(주)토르드라이브,Senior Software Engineer-Embedded AI,점핏에서 지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, 블록체인",서울전체,경력 3~10년,대졸↑,정규직
블록스퀘어서울,알고리즘 전략 분석 및 관리자 채용,입사지원,"데이터분석가, 블록체인, 소프트웨어개발",서울송파구,경력 1~3년,초대졸↑,정규직
㈜웨슬리퀘스트,2025 (주)웨슬리퀘스트 데이터 엔지니어 경력직 채용 (긴급),입사지원,"데이터분석가, AI(인공지능), 경영컨설팅, 데이터분석, IT컨설팅",서울서대문구,경력 3~5년,대졸↑,계약직
㈜웨슬리퀘스트,2025 (주)웨슬리퀘스트 데이터 엔지니어 경력직 채용 (긴급)-DBA,입사지원,"데이터분석가, 데이터엔지니어, Python, DBA, SQL",서울서대문구,경력 3~5년,대졸↑,계약직
(주)토르드라이브,Simulation S/W Engineer [전문연구요원가능],점핏에서 지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, 블록체인",서울전체,경력 3~10년,대졸↑,정규직
바로입찰,조달청 및 공공기관 전자입찰 분석사(경력)모집,입사지원,"데이터분석가, 거래처관리, 컨설팅",서울송파구,경력3년↑,학력무관,정규직
(주)더픽트,AI  모델  개발자 채용 공고,입사지원,"데이터분석가, Python, AI(인공지능), AWS, Azure",강원춘천시,경력무관,학력무관,정규직
이유엔(주)-메디통,메디통-헬스케어 그래픽 디자이너 인력 채용(주임.대리급),입사지원,"모바일디자인, 웹디자인, 마케팅기획, 헬스케어, SI·시스템통합",서울영등포구,경력5년↑,대졸↑,정규직
(주)메이븐앤컴퍼니,"[코스닥상장사/신규사업부/IT기획,개발/AI] 2년 이상 경력직 PO",입사지원,"AI(인공지능), AI(인공지능), 서비스기획, IT개발, IT기획",서울서초구,경력5년↑,학력무관,정규직
(주)메이븐앤컴퍼니,"[코스닥상장사//IT기획,개발/AI/해당경력2년이상]신규사업부 PO",입사지원,"AI(인공지능), AI(인공지능), 서비스기획, IT개발, IT기획",서울서초구,경력5년↑,학력무관,정규직
(주)에이치티에이,[중견 IT그룹사]  AI 엔지니어,입사지원,"웹개발, 앱개발, 헤드헌팅",서울강남구,경력5년↑,대졸↑,정규직
(주)솔로몬텍,북미 클라우드환경 DB운영 경력 채용,입사지원,"DBA, DBMS, MongoDB, PostgreSQL, Redis",서울금천구,경력3년↑,학력무관,정규직
(주)미리디,[미리디] 데이터 엔지니어,홈페이지 지원,"빅데이터, 데이터엔지니어, 데이터표준화, 데이터모델링, 데이터파이프라인",서울구로구,경력 5~10년,학력무관,정규직
(주)맨토스파워,[종합식품대기업]조사관리 4년이상,입사지원,"설문조사, 시장조사, MICE, 자료조사, 소비자조사설계",서울마포구,경력4년↑,대졸↑,정규직
(주)비바리퍼블리카,[토스페이먼츠]Test Automation Engineer,홈페이지 지원,"QA/테스터, 인터넷금융",서울강남구,경력,학력무관,정규직
(주)디엠씨미디어,[디엠씨미디어] 리서치 / 컨설팅 PM 및 연구원 경력 채용,입사지원,"설문조사, 리서치, 광고기획사, 광고대행사, 광고영업",서울강남구,경력7년↑,대졸↑,정규직
지머니트랜스(주),[Fintech] 전자금융업무 운영 및 기술지원 담당자를 모십니다.,입사지원,"기술지원, 유지보수, 핀테크, SQL, 금융기관",서울종로구,경력무관,초대졸↑,정규직
(주)덴츠크리에이티브코리아,[외국계광고] dentsu그룹 SEM Manager 경력직 채용,입사지원,"검색엔진, 마케팅기획, 마케팅전략, 광고마케팅, 글로벌마케팅",서울강남구,경력3년↑,대졸↑,정규직
(주)이엘피,연구소 응용S/W 개발자(연구원) 경력 모집,입사지원,"앱개발, S/W, Android, C#, MFC",경기전체,경력 5~15년,초대졸↑,정규직
(주)트리플하이엠,[트리플하이엠] 퍼포먼스 마케팅AE 경력자 채용,입사지원,"마케팅기획, 마케팅전략, 디지털마케팅, 온라인마케팅, 퍼포먼스마케팅",서울금천구,경력2년↑,초대졸↑,정규직
(주)트리플하이엠,[트리플하이엠] 디지털 마케팅 AE 경력 채용,입사지원,"영업관리, 영업지원, 광고영업, 영업마케팅, 온라인마케팅",서울금천구,경력2년↑,초대졸↑,정규직
(주)에프앤씨,백화점 제화 브랜드 영업총괄 경력직 채용,입사지원,"매장관리, 매체영업, 매출관리, 쇼핑몰관리, 마케팅전략",서울성동구,경력10년↑,초대졸↑,정규직
(주)트리플하이엠,[트리플하이엠] 카카오채널메시지 담당AE 모집,입사지원,"마케팅기획, 마케팅, 광고대행사",서울금천구,경력2년↑,학력무관,정규직
오토앤주식회사,온라인 커머스 마케팅 담당자 채용,홈페이지 지원,"마케팅기획, CRM마케팅, 마케팅, 쇼핑몰, B2B",경기안양시 만안구,경력3년↑,초대졸↑,정규직
(주)위엠비,(주)위엠비 솔루션개발 연구원 및 QA 엔지니어 경력 채용,입사지원,"AWS, CSS, Eclipse, HTML, Java",서울마포구,경력 2~9년,초대졸↑,정규직
(주)커뮤니케이션앤컬처,퍼포먼스 마케터 채용,입사지원,"마케팅기획, 마케팅전략, 블로그마케팅, 모바일마케팅, 브랜드마케팅",서울중구,경력,초대졸↑,정규직
(주)핫셀러,SNS 마케팅 서비스 영업 매니저,홈페이지 지원,"영업관리, 영업지원, 영업직, 영업MD, 광고영업",서울동대문구,경력3년↓,학력무관,정규직
㈜텔릿 와이어리스 솔루션즈,SW Embedded Application Engineer,입사지원,"정보통신, R&D, 전자제어, 통신, PDA·스마트폰",서울영등포구,경력 3~10년,대졸↑,정규직
(주)다트미디어,디지털/온라인 미디어 광고 운영자(경력직),입사지원,"매체영업, AE(광고기획자), 마케팅기획, 마케팅전략, 광고마케팅",서울영등포구,경력 3~6년,초대졸↑,정규직
비에이티(주),퍼포먼스 마케팅 AE,홈페이지 지원,"퍼포먼스마케팅, 광고기획사, 광고대행사, 홍보대행사",서울강남구,경력 3~10년,학력무관,정규직
비에이티(주),퍼포먼스 마케팅 AE (파트장/팀장급),홈페이지 지원,"퍼포먼스마케팅, 광고기획사, 광고대행사, 홍보대행사",서울강남구,경력5년↑,학력무관,정규직
비에이티(주),[퍼포먼스 마케팅] 그로스 PD (영상),홈페이지 지원,"광고PD, 퍼포먼스마케팅, 광고기획사, 광고대행사, 홍보대행사",서울강남구,경력 1~3년,학력무관,정규직
빅마마씨푸드(주),식품마케팅 Product Manager 경력직 채용,입사지원,"마케팅기획, 마케팅전략, 마케팅, 식품가공",서울성동구,경력3년↑,대졸↑,정규직
(주)인사이터,(경력) LLM 엔지니어를 모십니다,입사지원,"머신러닝, 딥러닝, Python, AI(인공지능), 쉘스크립트",서울마포구,경력3년↑,대졸↑,정규직
더스카이랩(주),Python 개발자 모집,입사지원,"Python, 백엔드/서버개발, 프론트엔드, API, Docker",경기안양시 만안구,경력4년↑,초대졸↑,정규직
(주)데이터쿡,recommendation system engineer (정규직) 채용,입사지원,"AI(인공지능), 솔루션, 솔루션업체, 소프트웨어개발",서울마포구,신입·경력,대졸↑,정규직
(주)코아아이티,생명정보통합연구소 정보 분석 팀장 채용합니다.,입사지원,"딥러닝, Python, API, Pandas, 연구원",충북청주시 청원구,경력6년↑,석사↑,정규직
(주)부스트랩,[부스트랩] 뷰티 글로벌 IMC 마케터(영어권) 부팀장,입사지원,"해외영업, 영상자막, 영상제작, 영상편집, 마케팅기획",서울강남구,경력7년↑,초대졸↑,정규직
(주)스마일코리아,네이버 광고 컨설턴트 마케팅 1본부 정규직 AE 채용,입사지원,"광고영업, 매체영업, 광고마케팅, 온라인마케팅, 사업제휴",서울금천구,신입,고졸↑,정규직
(주)모아소프트,[모아소프트] 영업부 소프트웨어 영업담당 채용,입사지원,"IT컨설팅, 기술영업, 영업지원, 영업직, 솔루션기술영업",서울송파구,신입·경력,초대졸↑,계약직
(주)일레븐코퍼레이션,[입사축하금] [마케터] 파넬팀 마케터 채용 (파트장급),홈페이지 지원,"마케팅기획, 블로그마케팅, 글로벌마케팅, 디지털마케팅, 모바일마케팅",서울중구,경력 3~7년,학력무관,정규직
(주)부스트랩,[부스트랩] 육아/헬스케어 구매 전환형 콘텐츠 마케터 (CM),입사지원,"마케팅기획, 블로그마케팅, 인플루언서마케팅, 체험마케팅, SNS마케팅",서울강남구,신입·경력,초대졸↑,정규직
(주)부스트랩,[부스트랩] 글로벌 B2B 세일즈(일본) 담당 채용,홈페이지 지원,"해외시장개척, 해외영업, 거래처관리, 고객관리, 매체영업",서울강남구,경력2년↑,초대졸↑,정규직
(주)스마일코리아,네이버 공식 광고대행사 마케팅 2본부 신입 AE 모집,입사지원,"광고영업, 영업마케팅, 영업전략, 거래처관리, 온라인영업",서울금천구,경력무관,학력무관,정규직
(주)블루엘리펀트,퍼포먼스 마케터 (3년이상),입사지원,"브랜드기획, 프로모션기획, SNS, 인플루언서마케팅, SNS마케팅",서울성동구,경력3년↑,초대졸↑,정규직
(주)에고이즘,[미뇽맨션] 인형 브랜드 마케터,홈페이지 지원,"마케팅기획, 마케팅전략, 블로그마케팅, SNS마케팅, 광고마케팅",서울성동구,경력무관,학력무관,정규직
(주)더파운더즈,북미 온라인MD(틱톡샵&자사몰),홈페이지 지원,"자사몰관리, 채널관리, 트렌드분석, 판매전략, 프로모션기획",서울강남구,경력1년↑,대졸↑,정규직
